,0,1
989,1445665,571290
990,1445773,571290
991,1445882,571290
992,1446035,571290
993,843076,572445
994,318910,573640
995,62106,573746
996,70671,576391
997,1446035,580314
998,576288,580496
999,1443380,580496
1000,1444162,580496
1001,1192374,580500
1002,23004,581271
1003,487829,581271
1004,1446035,581271
1005,35428,581471
1006,1078932,581518
1007,386196,582187
1008,318910,585888
1009,1443108,591122
1010,47117,594030
1011,474263,594030
1012,390695,594194
1013,168492,595240
1014,249128,595240
1015,458944,595240
1016,490895,595240
1017,743377,595240
1018,350889,596325
1019,1351677,609575
1020,1444694,609575
1021,350889,609644
1022,1181919,609644
1023,1412300,609644
1024,1413045,609644
1025,729055,610965
1026,1446035,611111
1027,576288,611495
1028,1444762,614094
1029,38828,623104
1030,102697,623104
1031,837528,623104
1032,1446035,623104
1033,1444148,623642
1034,1181919,624751
1035,1445834,625005
1036,1446035,625005
1037,1445633,626349
1038,576288,627826
1039,611495,627826
1040,1443022,627826
1041,1446035,627877
1042,487829,628787
1043,649706,628787
1044,1445999,630104
1045,383366,630443
1046,580314,631194
1047,1181919,631269
1048,40302,632052
1049,244101,632052
1050,360167,632052
1051,430676,632052
1052,468296,632052
1053,1088057,632052
1054,1445804,632052
1055,1445973,632052
1056,1444355,632305
1057,110848,645820
1058,1340215,646803
1059,1444310,646803
1060,1192374,647206
1061,856227,647847
1062,1446035,648372
1063,247691,651103
1064,311534,651103
1065,576288,651103
1066,611495,651103
1067,696330,651103
1068,1031383,651103
1069,1403707,651103
1070,1445671,651104
1071,1445810,651104
1072,1445840,651104
1073,38624,661360
1074,127589,661360
1075,487829,661360
1076,430676,662959
1077,1340215,663277
1078,1444630,663277
1079,1280119,664193
1080,1445671,665972
1081,1445863,666398
1082,487829,666669
1083,141723,666677
1084,1181919,666677
1085,1275817,666677
1086,1444763,666677
1087,1046721,673589
1088,731874,675495
1089,1192374,675931
1090,1444728,675931
1091,1446035,677290
1092,1445662,677329
1093,1446035,677329
1094,1444309,678577
1095,318910,678847
1096,47117,679853
1097,245932,679960
1098,1443380,679960
1099,1443959,681607
1100,128999,687919
1101,255886,687919
1102,430676,687919
1103,570658,687919
1104,609545,687919
1105,623642,687919
1106,633207,687919
1107,722300,687919
1108,1443380,687919
1109,1443958,687919
1110,1445822,687919
1111,1445980,687919
1112,1444355,689865
1113,245932,690051
1114,430676,690051
1115,524137,690051
1116,576288,690051
1117,1444315,691946
1118,576288,696330
1119,399917,698519
1120,1445785,698519
1121,1445893,698519
1122,1445833,699280
1123,1443108,699391
1124,19691,700583
1125,141739,700583
1126,430676,700583
1127,565292,700583
1128,576288,700583
1129,1442978,700583
1130,1443339,700583
1131,1444482,700583
1132,1085804,702548
1133,1442858,702548
1134,1446035,702548
1135,487829,716063
1136,1181919,717621
1137,244731,717677
1138,544970,718013
1139,1445773,718013
1140,141723,719335
1141,340392,719335
1142,611111,719337
1143,1192374,719337
1144,1445634,719337
1145,430676,720822
1146,1424541,721498
1147,1351677,722300
1148,110848,724583
1149,464354,724583
1150,487666,724722
1151,716063,725165
1152,1444345,727449
1153,1181919,729263
1154,1181919,729598
1155,1445993,731993
1156,1351677,732046
1157,631175,734215
1158,38624,743377
1159,487829,743377
1160,1424267,743377
1161,35019,752858
1162,36024,752858
1163,47117,752858
1164,70671,752858
1165,185924,752858
1166,244352,752858
1167,334488,752858
1168,338135,752858
1169,368179,752858
1170,384189,752858
1171,392510,752858
1172,430676,752858
1173,478760,752858
1174,594030,752858
1175,607168,752858
1176,843076,752858
1177,952993,752858
1178,1046721,752858
1179,1093107,752858
1180,1111838,752858
1181,1192374,752858
1182,1268390,752858
1183,1326614,752858
1184,1442908,752858
1185,1443049,752858
1186,1445514,752858
1187,1445714,752858
1188,1445717,752858
1189,1445833,752858
1190,1445840,752858
1191,1445941,752858
1192,1446033,752858
1193,1446035,752858
1194,1294002,756732
1195,863444,758652
1196,47536,767106
1197,245114,767106
1198,433071,767106
1199,478400,767106
1200,487829,767106
1201,925196,767106
1202,1181919,767106
1203,1412300,767106
1204,1445773,767106
1205,1446035,767106
1206,141723,783566
1207,411440,783566
1208,1046683,783566
1209,1116429,783566
1210,1138973,783566
1211,1413045,783566
1212,1444387,783566
1213,1444718,783566
1214,1445805,783566
1215,430676,783854
1216,1446035,792954
1217,137406,796258
1218,28595,796787
1219,40302,796787
1220,47117,796787
1221,77586,796787
1222,141723,796787
1223,385606,796787
1224,390843,796787
1225,1192374,796787
1226,1286976,796787
1227,1326712,796787
1228,1424541,796787
1229,1439023,796787
1230,1444133,796787
1231,1444166,796787
1232,1444341,796787
1233,1444482,796787
1234,1445776,796787
1235,1445923,796787
1236,247531,801979
1237,1406789,801979
1238,1446035,801979
1239,487010,803994
1240,465703,814166
1241,856227,815558
1242,1192374,841975
1243,1445429,856283
1244,1075066,857324
1245,1445907,857324
1246,52052,861582
1247,1446035,880714
1248,430676,888017
1249,1444562,888017
1250,1446035,923866
1251,430676,923903
1252,1446035,925196
1253,478400,932586
1254,237307,933299
1255,318910,934408
1256,419281,934408
1257,680222,934408
1258,1444482,934408
1259,383366,940691
1260,699391,941931
1261,1093375,941931
1262,1192374,941931
1263,1445856,941931
1264,1444763,950430
1265,1444282,955133
1266,1446035,955677
1267,649706,971497
1268,1406789,971497
1269,299881,1001058
1270,487829,1003412
1271,1442901,1004112
1272,338095,1016100
1273,1152860,1016100
1274,1292771,1016100
1275,1328562,1016100
1276,1444162,1016100
1277,1444754,1023182
1278,1160347,1026567
1279,1120911,1028608
1280,234441,1029710
1281,1446035,1030728
1282,1445769,1037002
1283,430676,1040788
1284,496653,1040788
1285,1446035,1040788
1286,487666,1041208
1287,135370,1044092
1288,1443018,1046721
1289,1446035,1048808
1290,1444162,1061072
1291,541115,1062291
1292,1446035,1071582
1293,1445927,1073382
1294,1446035,1078932
1295,23322,1079299
1296,580151,1080042
1297,399917,1081410
1298,411623,1081410
1299,697029,1081410
1300,699052,1081410
1301,1078932,1081410
1302,1444355,1081410
1303,1445919,1081410
1304,1446029,1081410
1305,57732,1085804
1306,137068,1085804
1307,1213237,1085804
1308,1445937,1085804
1309,44027,1088057
1310,1445748,1091984
1311,482667,1092252
1312,1192374,1092252
1313,1326614,1092252
1314,1340215,1092252
1315,1445694,1092252
1316,1446035,1092252
1317,429687,1093365
1318,446311,1094346
1319,213276,1094423
1320,245114,1095137
1321,338135,1095137
1322,462647,1095137
1323,487829,1095137
1324,1181919,1095137
1325,1443230,1095137
1326,1445656,1095137
1327,299881,1100571
1328,57732,1105965
1329,309549,1110126
1330,605757,1110126
1331,731874,1110126
1332,1098527,1110126
1333,1424541,1110126
1334,1443108,1110126
1335,1442901,1111957
1336,57732,1116226
1337,137068,1116226
1338,338135,1116226
1339,528697,1116226
1340,1085804,1116226
1341,1443092,1116226
1342,1445776,1116226
1343,1445798,1116226
1344,1445804,1116226
1345,38624,1116429
1346,689865,1116429
1347,1444728,1116429
1348,47117,1120911
1349,57732,1120911
1350,84287,1120911
1351,137068,1120911
1352,137406,1120911
1353,429687,1120911
1354,625005,1120911
1355,1085804,1120911
1356,1351677,1120911
1357,1443954,1120911
1358,1445611,1120911
1359,1445804,1120911
1360,1445749,1121012
1361,7543,1126675
1362,129356,1126675
1363,338095,1126675
1364,478400,1126675
1365,1181919,1126675
1366,1326463,1126675
1367,1444162,1126675
1368,1445840,1126675
1369,1445882,1126675
1370,1445895,1126675
1371,500339,1127676
1372,1445907,1127776
1373,1446035,1132695
1374,430676,1138973
1375,409555,1139053
1376,1446035,1139064
1377,245932,1139550
1378,38624,1139982
1379,611495,1139982
1380,666398,1139982
1381,1031383,1139982
1382,1191168,1139982
1383,1444482,1139982
1384,1446035,1140081
1385,318910,1149471
1386,496653,1151611
1387,1200832,1151611
1388,1445840,1151611
1389,1078932,1151864
1390,1078932,1151935
1391,137068,1155088
1392,360167,1155088
1393,1085804,1155088
1394,1445999,1155088
1395,13044,1164844
1396,483284,1164844
1397,487829,1181919
1398,649706,1181919
1399,1445855,1181919
1400,1446035,1181919
1401,465703,1183306
1402,1446035,1183306
1403,47117,1183425
1404,1445717,1183425
1405,1445855,1183425
1406,1446035,1183425
1407,1446035,1183772
1408,57732,1183975
1409,84287,1183975
1410,137068,1183975
1411,1085804,1183975
1412,1192374,1184361
1413,1446035,1190690
1414,1351677,1191168
1415,1412968,1191168
1416,1424541,1191168
1417,1444148,1191168
1418,1444162,1191664
1419,384189,1192374
1420,430676,1192374
1421,1446035,1192374
1422,1413045,1192607
1423,23004,1192886
1424,1446035,1193488
1425,542521,1195791
1426,1444728,1195791
1427,1444741,1195791
1428,70671,1196706
1429,1413045,1204119
1430,309549,1215722
1431,47117,1222072
1432,352036,1222072
1433,1445945,1222072
1434,295212,1230159
1435,593451,1239946
1436,1445907,1239946
1437,1446035,1239946
1438,396276,1245922
1439,1445750,1245922
1440,1445863,1245922
1441,153809,1250932
1442,1046683,1250932
1443,1413045,1266189
1444,1444309,1266189
1445,47117,1267603
1446,464537,1268926
1447,611111,1268926
1448,1406789,1268926
1449,1446035,1268926
1450,1192374,1268964
1451,57732,1274275
1452,1183975,1274275
1453,47536,1278905
1454,1446035,1278905
1455,664193,1280119
1456,12354,1289229
1457,1445997,1289229
1458,1446035,1289229
1459,1445671,1290176
1460,1443958,1291646
1461,1445672,1300973
1462,1445717,1306351
1463,1444763,1311294
1464,1085804,1314319
1465,1213237,1314319
1466,1444347,1314319
1467,649706,1317176
1468,1444147,1317176
1469,430676,1318133
1470,430676,1318143
1471,137068,1319349
1472,430676,1319718
1473,350889,1319721
1474,1319815,1319987
1475,430676,1326463
1476,1181919,1326463
1477,430676,1326625
1478,1327946,1326625
1479,430676,1326712
1480,1046721,1326712
1481,1443049,1326712
1482,1446035,1326712
1483,430676,1326719
1484,717616,1326719
1485,430676,1326945
1486,245114,1327279
1487,1443022,1328562
1488,12354,1329349
1489,311534,1330975
1490,576288,1330975
1491,430676,1336284
1492,465703,1341000
1493,1446035,1341000
1494,418113,1345613
1495,1120911,1345613
1496,1192374,1345613
1497,1404932,1345613
1498,351922,1351285
1499,1412977,1351598
1500,1445920,1352348
1501,318910,1356835
1502,1424541,1365858
1503,611495,1366751
1504,1098527,1366751
1505,385606,1367747
1506,1444562,1372868
1507,13537,1404907
1508,255886,1405049
1509,664193,1406909
1510,1138973,1407077
1511,47117,1412300
1512,141723,1412300
1513,360813,1412300
1514,418113,1412300
1515,430676,1412300
1516,1046721,1412300
1517,1442722,1412300
1518,1443018,1412300
1519,1443049,1412300
1520,1443061,1412300
1521,1443149,1412300
1522,1445804,1412300
1523,1445885,1412300
1524,401677,1413684
1525,1093375,1413684
1526,1424541,1413684
1527,1445714,1414745
1528,416932,1416240
1529,649706,1416245
1530,360946,1421722
1531,482667,1421722
1532,487829,1421722
1533,801979,1421722
1534,1183425,1421722
1535,1446035,1421722
1536,1442901,1423862
1537,1192374,1424267
1538,474530,1424404
1539,1443236,1424404
1540,1444464,1424404
1541,1446035,1438189
1542,47117,1439023
1543,1445804,1439023
1544,1044092,1442705
1545,47117,1442722
1546,71410,1442722
1547,86064,1442722
1548,468296,1442722
1549,1046721,1442722
1550,1444482,1442722
1551,1445602,1442722
1552,1445717,1442722
1553,1445974,1442722
1554,57732,1442730
