,0,1
1555,89223,1442730
1556,137068,1442730
1557,1183975,1442730
1558,1445611,1442730
1559,137068,1442741
1560,359551,1442741
1561,430676,1442741
1562,70671,1442764
1563,843322,1442780
1564,1445882,1442780
1565,57732,1442805
1566,70671,1442805
1567,137068,1442805
1568,47117,1442811
1569,137068,1442811
1570,318910,1442828
1571,38624,1442837
1572,57732,1442837
1573,80623,1442837
1574,137068,1442837
1575,1046721,1442837
1576,1183975,1442837
1577,1443392,1442837
1578,318910,1442858
1579,137068,1442872
1580,843076,1442872
1581,1446035,1442872
1582,1445834,1442901
1583,137068,1442943
1584,47117,1442977
1585,86064,1442977
1586,244352,1442977
1587,390843,1442977
1588,488276,1442977
1589,729641,1442977
1590,1046721,1442977
1591,1155088,1442977
1592,1268390,1442977
1593,1445885,1442977
1594,1445997,1442977
1595,576288,1442978
1596,1443022,1442978
1597,1444141,1442978
1598,1444476,1442978
1599,1074440,1442997
1600,112125,1443016
1601,1046721,1443016
1602,70671,1443022
1603,79532,1443022
1604,110848,1443022
1605,214931,1443022
1606,338095,1443022
1607,565292,1443022
1608,565618,1443022
1609,626441,1443022
1610,678577,1443022
1611,680222,1443022
1612,1084409,1443022
1613,1328562,1443022
1614,1443380,1443022
1615,1444141,1443022
1616,1444162,1443022
1617,1445432,1443022
1618,430676,1443049
1619,1286976,1443049
1620,137068,1443057
1621,1442741,1443057
1622,576288,1443064
1623,381729,1443098
1624,664193,1443098
1625,731874,1443098
1626,1444342,1443098
1627,465703,1443103
1628,1446035,1443103
1629,137068,1443141
1630,430676,1443199
1631,1046721,1443199
1632,1424541,1443230
1633,1046721,1443235
1634,1326712,1443235
1635,1445716,1443236
1636,1112127,1443248
1637,1443108,1443248
1638,722300,1443252
1639,466436,1443262
1640,110848,1443284
1641,632639,1443284
1642,1192284,1443284
1643,1443022,1443293
1644,1351677,1443306
1645,1444148,1443306
1646,1445717,1443306
1647,1424267,1443336
1648,434126,1443390
1649,1445671,1443394
1650,35428,1443437
1651,309549,1443437
1652,1192374,1443437
1653,1443108,1443437
1654,1443394,1443453
1655,86064,1443539
1656,1445861,1443547
1657,468296,1444130
1658,571529,1444130
1659,7270,1444133
1660,77586,1444133
1661,360946,1444133
1662,1046721,1444133
1663,1192374,1444133
1664,1340215,1444133
1665,1424541,1444133
1666,1446035,1444133
1667,702548,1444136
1668,1424541,1444136
1669,1444728,1444136
1670,12354,1444141
1671,25170,1444141
1672,206393,1444141
1673,214931,1444141
1674,338135,1444141
1675,381729,1444141
1676,626441,1444141
1677,727449,1444141
1678,1268964,1444141
1679,1443022,1444141
1680,1444345,1444141
1681,466436,1444144
1682,110848,1444147
1683,275418,1444147
1684,391302,1444147
1685,1046721,1444147
1686,1317176,1444147
1687,1444151,1444147
1688,1444162,1444147
1689,1444482,1444147
1690,1445673,1444147
1691,214931,1444149
1692,75970,1444152
1693,386221,1444152
1694,387855,1444152
1695,430676,1444152
1696,798394,1444152
1697,1326712,1444152
1698,1439023,1444152
1699,1442901,1444152
1700,1181919,1444155
1701,433071,1444157
1702,581518,1444157
1703,1326712,1444157
1704,1446035,1444157
1705,774338,1444168
1706,77586,1444189
1707,430676,1444189
1708,433071,1444189
1709,487829,1444189
1710,1192374,1444189
1711,1446035,1444189
1712,487829,1444255
1713,935185,1444255
1714,1445716,1444255
1715,430676,1444272
1716,338095,1444285
1717,925196,1444286
1718,1181919,1444286
1719,1324884,1444287
1720,23004,1444296
1721,38624,1444296
1722,371165,1444296
1723,1192374,1444296
1724,141723,1444297
1725,360813,1444297
1726,1181919,1444297
1727,1340384,1444297
1728,245114,1444309
1729,360946,1444309
1730,444442,1444309
1731,482667,1444309
1732,1046721,1444309
1733,1085804,1444309
1734,1192374,1444309
1735,1340215,1444309
1736,1444763,1444309
1737,1445740,1444309
1738,1446035,1444309
1739,384993,1444311
1740,1181919,1444314
1741,691946,1444315
1742,1181919,1444316
1743,40302,1444341
1744,47117,1444346
1745,462409,1444354
1746,1073382,1444354
1747,1444464,1444354
1748,1445716,1444354
1749,1351677,1444357
1750,1445863,1444368
1751,468296,1444369
1752,1446035,1444369
1753,112125,1444370
1754,245932,1444372
1755,38624,1444385
1756,168492,1444385
1757,213732,1444385
1758,338095,1444385
1759,385606,1444385
1760,442651,1444385
1761,487829,1444385
1762,1181919,1444385
1763,1188783,1444385
1764,1191168,1444385
1765,1317176,1444385
1766,1352367,1444385
1767,1443306,1444385
1768,1444147,1444385
1769,1444482,1444385
1770,1444703,1444385
1771,1445802,1444388
1772,318910,1444444
1773,351922,1444444
1774,408890,1444445
1775,1445907,1444451
1776,1446035,1444451
1777,1445804,1444459
1778,234441,1444464
1779,462409,1444464
1780,1151864,1444464
1781,55517,1444470
1782,1192374,1444471
1783,1268964,1444482
1784,1424541,1444482
1785,1181919,1444483
1786,424001,1444572
1787,447868,1444572
1788,478760,1444572
1789,1446035,1444572
1790,156389,1444574
1791,248028,1444574
1792,1340215,1444578
1793,1444573,1444578
1794,1191168,1444580
1795,1444763,1444580
1796,1326712,1444581
1797,487829,1444582
1798,1192374,1444582
1799,1446035,1444582
1800,576288,1444585
1801,1444562,1444588
1802,38624,1444620
1803,23004,1444632
1804,40302,1444632
1805,1444754,1444632
1806,1445694,1444632
1807,23004,1444634
1808,1444741,1444635
1809,486125,1444672
1810,1181919,1444672
1811,498394,1444677
1812,680022,1444677
1813,1181919,1444685
1814,1413045,1444693
1815,1445661,1444694
1816,1191168,1444698
1817,1340384,1444698
1818,1351677,1444698
1819,1424541,1444698
1820,1181919,1444702
1821,1181919,1444703
1822,308543,1444706
1823,35019,1444707
1824,1318471,1444708
1825,1885,1444714
1826,110848,1444714
1827,1445895,1444714
1828,487829,1444716
1829,1092252,1444716
1830,1181919,1444716
1831,1324698,1444716
1832,1413045,1444716
1833,1445773,1444716
1834,1446035,1444716
1835,1446035,1444728
1836,1078932,1444729
1837,4959,1444734
1838,1443490,1444741
1839,1445993,1444748
1840,38624,1444749
1841,925196,1444754
1842,496112,1444755
1843,1444763,1444757
1844,311534,1444758
1845,576288,1444758
1846,633207,1444758
1847,1181919,1444760
1848,1445840,1444760
1849,614094,1444762
1850,12354,1444763
1851,38624,1444764
1852,1444728,1444764
1853,496112,1444766
1854,1445861,1444766
1855,1445717,1445436
1856,1445863,1445436
1857,1446035,1445491
1858,79532,1445496
1859,381729,1445496
1860,1442901,1445500
1861,1443955,1445500
1862,1446035,1445511
1863,1446035,1445514
1864,47117,1445519
1865,137068,1445519
1866,153809,1445519
1867,367945,1445519
1868,468296,1445519
1869,1183975,1445519
1870,1445804,1445519
1871,451918,1445530
1872,478760,1445530
1873,57732,1445599
1874,137068,1445599
1875,360813,1445599
1876,1183975,1445599
1877,1443018,1445599
1878,1443049,1445599
1879,1445834,1445599
1880,416656,1445602
1881,57732,1445608
1882,137068,1445608
1883,137068,1445616
1884,1446035,1445619
1885,1445672,1445622
1886,430676,1445634
1887,1445834,1445634
1888,487829,1445665
1889,1181919,1445665
1890,430676,1445666
1891,23322,1445670
1892,1445861,1445670
1893,1445714,1445685
1894,462409,1445686
1895,1445919,1445689
1896,318910,1445692
1897,582254,1445692
1898,482667,1445694
1899,1446035,1445694
1900,1445717,1445695
1901,386196,1445696
1902,1446035,1445712
1903,1442901,1445720
1904,1078932,1445732
1905,186033,1445734
1906,255886,1445734
1907,387855,1445734
1908,418113,1445734
1909,663041,1445734
1910,1192374,1445734
1911,1200832,1445734
1912,1312398,1445734
1913,1446035,1445740
1914,1446035,1445748
1915,522761,1445750
1916,1445863,1445750
1917,1446035,1445751
1918,318910,1445754
1919,247531,1445756
1920,1446035,1445756
1921,43543,1445760
1922,70671,1445760
1923,1445885,1445760
1924,1446035,1445773
1925,360167,1445776
1926,625005,1445783
1927,1213237,1445783
1928,1446035,1445783
1929,396276,1445790
1930,35428,1445792
1931,1085804,1445792
1932,47117,1445793
1933,137068,1445795
1934,70671,1445798
1935,1116226,1445798
1936,20943,1445802
1937,409575,1445813
1938,1445919,1445814
1939,1446117,1445815
1940,1446035,1445816
1941,137068,1445824
1942,137068,1445834
1943,1085804,1445834
1944,47117,1445838
1945,137068,1445838
1946,1444763,1445846
1947,57732,1445848
1948,70671,1445848
1949,255886,1445851
1950,1446035,1445898
1951,317301,1445900
1952,1445863,1445900
1953,1446035,1445901
1954,137068,1445908
1955,650783,1445919
1956,435664,1445920
1957,1352348,1445920
1958,318910,1445921
1959,1446035,1445924
1960,318910,1445928
1961,1446035,1445932
1962,244352,1445941
1963,334488,1445941
1964,478760,1445941
1965,1222072,1445945
1966,1446035,1445949
1967,494218,1445954
1968,1293537,1445954
1969,1445993,1445954
1970,1446035,1445969
1971,30295,1445980
1972,1445993,1445987
1973,1445694,1445989
1974,318910,1445995
1975,47117,1445999
1976,1446035,1446012
1977,608112,1446018
1978,318910,1446019
1979,1446035,1446032
1980,1446035,1446033
1981,338542,1446038
1982,137068,1446043
1983,1213237,1446043
1984,1442741,1446043
1985,1446035,1446100
1986,137068,1446118
