,user_id,score
0,165,0.12061106513118953
1,687,0.002339450576998786
2,1285,0.06689910102492602
3,1791,0.09176980686570049
4,1885,0.0
5,1895,0.002479146665026286
6,3831,0.015370709323162974
7,3846,0.02169253331898
8,4187,0.002479146665026286
9,4335,0.12685909931642433
10,4696,0.0029559056390698027
11,4730,0.310570928006641
12,4959,0.8995229158569602
13,4962,0.003074141864632595
14,5286,0.12910118695296124
15,5638,0.1613438178945737
16,5819,0.005334008658355693
17,6081,0.006651914529467189
18,6869,0.012808924435969144
19,7270,0.30255339204512666
20,7477,0.0
21,7543,0.007033819829598906
22,7773,0.006651914529467189
23,7844,0.1611484377039019
24,8003,0.003074141864632595
25,8407,0.17780984464476843
26,8797,0.012680835191609452
27,8805,0.004269641478656381
28,8807,0.05695838207946651
29,9020,0.03842677330790743
30,9289,0.049925964195965206
31,9519,0.03842677330790743
32,11072,0.005334008658355693
33,11492,0.0
34,11563,0.01447242111596514
35,11936,0.44550454453896815
36,12315,0.1923512379182395
37,12354,0.0
38,13044,0.07685354661581487
39,13153,0.07685354661581487
40,13537,0.5078161547901494
41,14064,0.0
42,16222,0.015370709323162974
43,17079,0.03842677330790743
44,17391,0.5117064877948824
45,18694,0.0
46,18706,0.02521509386100606
47,18710,0.5117064877948824
48,19159,0.20385478264506426
49,19446,0.003074141864632595
50,19691,0.0
51,20132,0.28049279571464547
52,20360,0.1421809568472256
53,20943,0.0
54,21464,0.14794402503942766
55,21470,0.07685354661581487
56,22021,0.07992768848044746
57,22299,0.8504378421253962
58,22554,0.05193814301518207
59,23004,0.0
60,23173,0.015370709323162974
61,23322,0.012808924435969144
62,24663,0.0
63,24756,0.0029559056390698027
64,25170,0.0
65,26010,0.09222425593897784
66,27135,0.006651914529467189
67,27147,0.02632029414324378
68,27261,0.09477280760589152
69,28595,0.0
70,29561,0.0
71,30190,0.08454388998083807
72,30295,0.0
73,31952,0.05764015996186116
74,34059,0.13325371297244085
75,34710,0.013103954898791315
76,35019,0.18521114480412976
77,35428,0.0
78,35659,0.047745313225274186
79,36024,0.006163237312324078
80,36884,0.0
81,37305,0.34382988293654465
82,37808,0.004114874873421622
83,38624,0.09394837127783737
84,38828,0.0
85,40302,0.019213386653953717
86,41829,0.019343004531396993
87,43520,0.045634991898841536
88,43532,0.0859688630202816
89,43543,0.0
90,43612,0.010764504321792531
91,43696,0.6082569858438923
92,43762,0.10847310269480549
93,43986,0.07685354661581487
94,44027,0.0
95,44660,0.0
96,44985,0.03842677330790743
97,47117,0.15873638043244048
98,47536,0.008539282957312763
99,47928,0.10247139548775315
100,48105,0.028131608190863768
101,49057,0.004114874873421622
102,49096,0.5117064877948824
103,49861,0.2816683590636245
104,49968,0.007215103574274815
105,50815,0.06441874280161994
106,50968,0.050596515687540644
107,51904,0.0
108,52052,0.05894479866783296
109,53413,0.003074141864632595
110,53631,0.08388122149569449
111,53976,0.0
112,54986,0.0026409053782250713
113,55517,0.0
114,56392,0.13705549146486987
115,57732,0.006404462217984572
116,61611,0.0
117,62085,0.0
118,62106,0.0
119,62451,0.24095079115518309
120,62484,0.03842677330790743
121,63286,0.03842677330790743
122,65757,0.03842677330790743
123,65912,0.0006099487826651973
124,68319,0.025617848871938288
125,69603,0.005430495663436838
126,70589,0.08090523273991737
127,70671,0.0
128,71025,0.0
129,71283,0.03903672209057263
130,71410,0.0
131,72543,0.009606693326976858
132,73056,0.010088552865282364
133,75071,0.05430983960850917
134,75304,0.07685354661581487
135,75970,0.0
136,77586,0.0
137,79382,0.07685354661581487
138,79448,0.0
139,79532,0.0
140,79564,0.0
141,80305,0.0028956444672953024
142,80581,0.0
143,80623,0.0026409053782250713
144,84287,0.0
145,85309,0.025617848871938288
146,86064,0.005430495663436838
147,88856,0.5117064877948824
148,89223,0.08878518535923302
149,91745,0.003074141864632595
150,93895,0.26960789210368885
151,94713,0.0006099487826651973
152,97225,0.03842677330790743
153,98182,0.07685354661581487
154,98715,0.0006099487826651973
155,102697,0.0
156,102761,0.025617848871938288
157,103235,0.3230488052802971
158,103863,0.019213386653953717
